Platform,Attack,Layer,Defense,Attacker,Workload,ASR,DDR,FPR_D,PEP,ASupR,DOI
P1,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Static,Medium,0.326,0.304,0.102,0.0,0.0,1.309
P1,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Static,High,0.388,0.304,0.114,0.0,0.0,1.369
P1,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.384,0.256,0.096,0.0,0.0,1.259
P1,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.436,0.256,0.102,0.0,0.0,1.309
P1,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.488,0.256,0.114,0.0,0.0,1.369
P1,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Adaptive,Low,0.482,0.212,0.096,0.0,0.0,1.259
P1,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.524,0.212,0.102,0.0,0.0,1.309
P1,A3_Context_Poison,Data,Bundle_D1_D3_D4_D6,Adaptive,High,0.584,0.212,0.114,0.0,0.0,1.369
P1,A3_Context_Poison,Data,Bundle_All,Static,Low,0.236,0.348,0.128,0.0,0.0,1.429
P1,A3_Context_Poison,Data,Bundle_All,Static,Medium,0.26,0.348,0.136,0.0,0.0,1.479
P1,A3_Context_Poison,Data,Bundle_All,Static,High,0.302,0.348,0.142,0.0,0.0,1.539
P1,A3_Context_Poison,Data,Bundle_All,Defense_Aware,Low,0.308,0.298,0.128,0.0,0.0,1.429
P1,A3_Context_Poison,Data,Bundle_All,Defense_Aware,Medium,0.342,0.298,0.136,0.0,0.0,1.479
P1,A3_Context_Poison,Data,Bundle_All,Defense_Aware,High,0.398,0.298,0.142,0.0,0.0,1.539
P1,A3_Context_Poison,Data,Bundle_All,Adaptive,Low,0.394,0.25,0.128,0.0,0.0,1.429
P1,A3_Context_Poison,Data,Bundle_All,Adaptive,Medium,0.448,0.25,0.136,0.0,0.0,1.479
P1,A3_Context_Poison,Data,Bundle_All,Adaptive,High,0.492,0.25,0.142,0.0,0.0,1.539
P1,A4_Tool_Poisoning,Control,No Defense,Static,Low,0.738,0.0,0.0,0.0,0.0,0.999
P1,A4_Tool_Poisoning,Control,No Defense,Static,Medium,0.784,0.0,0.0,0.0,0.0,1.049
P1,A4_Tool_Poisoning,Control,No Defense,Static,High,0.854,0.0,0.0,0.0,0.0,1.109
P1,A4_Tool_Poisoning,Control,No Defense,Defense_Aware,Low,0.838,0.0,0.0,0.0,0.0,0.999
P1,A4_Tool_Poisoning,Control,No Defense,Defense_Aware,Medium,0.874,0.0,0.0,0.0,0.0,1.049
P1,A4_Tool_Poisoning,Control,No Defense,Defense_Aware,High,0.926,0.0,0.0,0.0,0.0,1.109
P1,A4_Tool_Poisoning,Control,No Defense,Adaptive,Low,0.89,0.0,0.0,0.0,0.0,0.999
P1,A4_Tool_Poisoning,Control,No Defense,Adaptive,Medium,0.94,0.0,0.0,0.0,0.0,1.049
P1,A4_Tool_Poisoning,Control,No Defense,Adaptive,High,0.982,0.0,0.0,0.0,0.0,1.109
P1,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Static,Low,0.624,0.14,0.046,0.0,0.0,1.079
P1,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Static,Medium,0.664,0.14,0.054,0.0,0.0,1.129
P1,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Static,High,0.7,0.14,0.056,0.0,0.0,1.189
P1,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Defense_Aware,Low,0.694,0.104,0.046,0.0,0.0,1.079
P1,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Defense_Aware,Medium,0.722,0.104,0.054,0.0,0.0,1.129
P1,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Defense_Aware,High,0.776,0.104,0.056,0.0,0.0,1.189
P1,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Adaptive,Low,0.752,0.056,0.046,0.0,0.0,1.079
P1,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Adaptive,Medium,0.818,0.056,0.054,0.0,0.0,1.129
P1,A4_Tool_Poisoning,Control,D1_Input_Sanitization,Adaptive,High,0.86,0.056,0.056,0.0,0.0,1.189
P1,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Static,Low,0.552,0.224,0.012,0.0,0.0,1.059
P1,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Static,Medium,0.594,0.224,0.012,0.0,0.0,1.109
P1,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Static,High,0.65,0.224,0.012,0.0,0.0,1.169
P1,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Defense_Aware,Low,0.624,0.188,0.012,0.0,0.0,1.059
P1,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Defense_Aware,Medium,0.666,0.188,0.012,0.0,0.0,1.109
P1,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Defense_Aware,High,0.694,0.188,0.012,0.0,0.0,1.169
P1,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Adaptive,Low,0.686,0.152,0.012,0.0,0.0,1.059
P1,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Adaptive,Medium,0.716,0.152,0.012,0.0,0.0,1.109
P1,A4_Tool_Poisoning,Control,D2_Tool_Attestation,Adaptive,High,0.796,0.152,0.012,0.0,0.0,1.169
P1,A4_Tool_Poisoning,Control,D3_Response_Verification,Static,Low,0.572,0.212,0.024,0.0,0.0,1.099
P1,A4_Tool_Poisoning,Control,D3_Response_Verification,Static,Medium,0.626,0.212,0.026,0.0,0.0,1.149
P1,A4_Tool_Poisoning,Control,D3_Response_Verification,Static,High,0.674,0.212,0.028,0.0,0.0,1.209
P1,A4_Tool_Poisoning,Control,D3_Response_Verification,Defense_Aware,Low,0.652,0.176,0.024,0.0,0.0,1.099
P1,A4_Tool_Poisoning,Control,D3_Response_Verification,Defense_Aware,Medium,0.68,0.176,0.026,0.0,0.0,1.149
P1,A4_Tool_Poisoning,Control,D3_Response_Verification,Defense_Aware,High,0.732,0.176,0.028,0.0,0.0,1.209
P1,A4_Tool_Poisoning,Control,D3_Response_Verification,Adaptive,Low,0.708,0.138,0.024,0.0,0.0,1.099
P1,A4_Tool_Poisoning,Control,D3_Response_Verification,Adaptive,Medium,0.756,0.138,0.026,0.0,0.0,1.149
P1,A4_Tool_Poisoning,Control,D3_Response_Verification,Adaptive,High,0.814,0.138,0.028,0.0,0.0,1.209
P1,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Static,Low,0.606,0.128,0.014,0.0,0.0,1.069
P1,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Static,Medium,0.654,0.128,0.018,0.0,0.0,1.119
P1,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Static,High,0.69,0.128,0.02,0.0,0.0,1.179
P1,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Defense_Aware,Low,0.694,0.082,0.014,0.0,0.0,1.069
P1,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Defense_Aware,Medium,0.716,0.082,0.018,0.0,0.0,1.119
P1,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Defense_Aware,High,0.764,0.082,0.02,0.0,0.0,1.179
P1,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Adaptive,Low,0.74,0.048,0.014,0.0,0.0,1.069
P1,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Adaptive,Medium,0.798,0.048,0.018,0.0,0.0,1.119
P1,A4_Tool_Poisoning,Control,D4_Agent_Isolation,Adaptive,High,0.85,0.048,0.02,0.0,0.0,1.179
P1,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Static,Low,0.57,0.16,0.062,0.0,0.0,1.159
P1,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Static,Medium,0.622,0.16,0.062,0.0,0.0,1.209
P1,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Static,High,0.672,0.16,0.066,0.0,0.0,1.269
P1,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Defense_Aware,Low,0.654,0.13,0.062,0.0,0.0,1.159
P1,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Defense_Aware,Medium,0.69,0.13,0.062,0.0,0.0,1.209
P1,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Defense_Aware,High,0.722,0.13,0.066,0.0,0.0,1.269
P1,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Adaptive,Low,0.718,0.084,0.062,0.0,0.0,1.159
P1,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Adaptive,Medium,0.76,0.084,0.062,0.0,0.0,1.209
P1,A4_Tool_Poisoning,Control,D5_Consensus_Protocol,Adaptive,High,0.83,0.084,0.066,0.0,0.0,1.269
P1,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Static,Low,0.628,0.132,0.034,0.0,0.0,1.049
P1,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Static,Medium,0.672,0.132,0.036,0.0,0.0,1.099
P1,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Static,High,0.712,0.132,0.04,0.0,0.0,1.159
P1,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Defense_Aware,Low,0.702,0.098,0.034,0.0,0.0,1.049
P1,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Defense_Aware,Medium,0.724,0.098,0.036,0.0,0.0,1.099
P1,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Defense_Aware,High,0.792,0.098,0.04,0.0,0.0,1.159
P1,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Adaptive,Low,0.764,0.052,0.034,0.0,0.0,1.049
P1,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Adaptive,Medium,0.832,0.052,0.036,0.0,0.0,1.099
P1,A4_Tool_Poisoning,Control,D6_Behavioral_Monitor,Adaptive,High,0.866,0.052,0.04,0.0,0.0,1.159
P1,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Static,Low,0.366,0.31,0.096,0.0,0.0,1.259
P1,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Static,Medium,0.416,0.31,0.102,0.0,0.0,1.309
P1,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Static,High,0.48,0.31,0.114,0.0,0.0,1.369
P1,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.472,0.264,0.096,0.0,0.0,1.259
P1,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.516,0.264,0.102,0.0,0.0,1.309
P1,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.582,0.264,0.114,0.0,0.0,1.369
P1,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Adaptive,Low,0.566,0.212,0.096,0.0,0.0,1.259
P1,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.612,0.212,0.102,0.0,0.0,1.309
P1,A4_Tool_Poisoning,Control,Bundle_D1_D3_D4_D6,Adaptive,High,0.656,0.212,0.114,0.0,0.0,1.369
P1,A4_Tool_Poisoning,Control,Bundle_All,Static,Low,0.288,0.35,0.128,0.0,0.0,1.429
P1,A4_Tool_Poisoning,Control,Bundle_All,Static,Medium,0.328,0.35,0.136,0.0,0.0,1.479
P1,A4_Tool_Poisoning,Control,Bundle_All,Static,High,0.388,0.35,0.142,0.0,0.0,1.539
P1,A4_Tool_Poisoning,Control,Bundle_All,Defense_Aware,Low,0.372,0.304,0.128,0.0,0.0,1.429
P1,A4_Tool_Poisoning,Control,Bundle_All,Defense_Aware,Medium,0.43,0.304,0.136,0.0,0.0,1.479
P1,A4_Tool_Poisoning,Control,Bundle_All,Defense_Aware,High,0.478,0.304,0.142,0.0,0.0,1.539
P1,A4_Tool_Poisoning,Control,Bundle_All,Adaptive,Low,0.478,0.252,0.128,0.0,0.0,1.429
P1,A4_Tool_Poisoning,Control,Bundle_All,Adaptive,Medium,0.526,0.252,0.136,0.0,0.0,1.479
P1,A4_Tool_Poisoning,Control,Bundle_All,Adaptive,High,0.588,0.252,0.142,0.0,0.0,1.539
P1,A5_Rug_Pull,Control,No Defense,Static,Low,0.66,0.0,0.0,0.0,0.0,0.999
P1,A5_Rug_Pull,Control,No Defense,Static,Medium,0.702,0.0,0.0,0.0,0.0,1.049
P1,A5_Rug_Pull,Control,No Defense,Static,High,0.738,0.0,0.0,0.0,0.0,1.109
P1,A5_Rug_Pull,Control,No Defense,Defense_Aware,Low,0.716,0.0,0.0,0.0,0.0,0.999
P1,A5_Rug_Pull,Control,No Defense,Defense_Aware,Medium,0.752,0.0,0.0,0.0,0.0,1.049
P1,A5_Rug_Pull,Control,No Defense,Defense_Aware,High,0.838,0.0,0.0,0.0,0.0,1.109
P1,A5_Rug_Pull,Control,No Defense,Adaptive,Low,0.784,0.0,0.0,0.0,0.0,0.999
P1,A5_Rug_Pull,Control,No Defense,Adaptive,Medium,0.85,0.0,0.0,0.0,0.0,1.049
P1,A5_Rug_Pull,Control,No Defense,Adaptive,High,0.89,0.0,0.0,0.0,0.0,1.109
P1,A5_Rug_Pull,Control,D1_Input_Sanitization,Static,Low,0.528,0.112,0.046,0.0,0.0,1.079
P1,A5_Rug_Pull,Control,D1_Input_Sanitization,Static,Medium,0.568,0.112,0.054,0.0,0.0,1.129
P1,A5_Rug_Pull,Control,D1_Input_Sanitization,Static,High,0.63,0.112,0.056,0.0,0.0,1.189
P1,A5_Rug_Pull,Control,D1_Input_Sanitization,Defense_Aware,Low,0.6,0.062,0.046,0.0,0.0,1.079
P1,A5_Rug_Pull,Control,D1_Input_Sanitization,Defense_Aware,Medium,0.648,0.062,0.054,0.0,0.0,1.129
P1,A5_Rug_Pull,Control,D1_Input_Sanitization,Defense_Aware,High,0.704,0.062,0.056,0.0,0.0,1.189
P1,A5_Rug_Pull,Control,D1_Input_Sanitization,Adaptive,Low,0.676,0.028,0.046,0.0,0.0,1.079
P1,A5_Rug_Pull,Control,D1_Input_Sanitization,Adaptive,Medium,0.714,0.028,0.054,0.0,0.0,1.129
P1,A5_Rug_Pull,Control,D1_Input_Sanitization,Adaptive,High,0.754,0.028,0.056,0.0,0.0,1.189
P1,A5_Rug_Pull,Control,D2_Tool_Attestation,Static,Low,0.452,0.19,0.012,0.0,0.0,1.059
P1,A5_Rug_Pull,Control,D2_Tool_Attestation,Static,Medium,0.508,0.19,0.012,0.0,0.0,1.109
P1,A5_Rug_Pull,Control,D2_Tool_Attestation,Static,High,0.554,0.19,0.012,0.0,0.0,1.169
P1,A5_Rug_Pull,Control,D2_Tool_Attestation,Defense_Aware,Low,0.548,0.154,0.012,0.0,0.0,1.059
P1,A5_Rug_Pull,Control,D2_Tool_Attestation,Defense_Aware,Medium,0.574,0.154,0.012,0.0,0.0,1.109
P1,A5_Rug_Pull,Control,D2_Tool_Attestation,Defense_Aware,High,0.634,0.154,0.012,0.0,0.0,1.169
P1,A5_Rug_Pull,Control,D2_Tool_Attestation,Adaptive,Low,0.612,0.118,0.012,0.0,0.0,1.059
P1,A5_Rug_Pull,Control,D2_Tool_Attestation,Adaptive,Medium,0.66,0.118,0.012,0.0,0.0,1.109
P1,A5_Rug_Pull,Control,D2_Tool_Attestation,Adaptive,High,0.698,0.118,0.012,0.0,0.0,1.169
P1,A5_Rug_Pull,Control,D3_Response_Verification,Static,Low,0.492,0.178,0.024,0.0,0.0,1.099
P1,A5_Rug_Pull,Control,D3_Response_Verification,Static,Medium,0.54,0.178,0.026,0.0,0.0,1.149
P1,A5_Rug_Pull,Control,D3_Response_Verification,Static,High,0.576,0.178,0.028,0.0,0.0,1.209
P1,A5_Rug_Pull,Control,D3_Response_Verification,Defense_Aware,Low,0.564,0.144,0.024,0.0,0.0,1.099
P1,A5_Rug_Pull,Control,D3_Response_Verification,Defense_Aware,Medium,0.612,0.144,0.026,0.0,0.0,1.149
P1,A5_Rug_Pull,Control,D3_Response_Verification,Defense_Aware,High,0.66,0.144,0.028,0.0,0.0,1.209
P1,A5_Rug_Pull,Control,D3_Response_Verification,Adaptive,Low,0.648,0.108,0.024,0.0,0.0,1.099
P1,A5_Rug_Pull,Control,D3_Response_Verification,Adaptive,Medium,0.69,0.108,0.026,0.0,0.0,1.149
P1,A5_Rug_Pull,Control,D3_Response_Verification,Adaptive,High,0.72,0.108,0.028,0.0,0.0,1.209
P1,A5_Rug_Pull,Control,D4_Agent_Isolation,Static,Low,0.516,0.102,0.014,0.0,0.0,1.069
P1,A5_Rug_Pull,Control,D4_Agent_Isolation,Static,Medium,0.566,0.102,0.018,0.0,0.0,1.119
P1,A5_Rug_Pull,Control,D4_Agent_Isolation,Static,High,0.616,0.102,0.02,0.0,0.0,1.179
P1,A5_Rug_Pull,Control,D4_Agent_Isolation,Defense_Aware,Low,0.588,0.054,0.014,0.0,0.0,1.069
P1,A5_Rug_Pull,Control,D4_Agent_Isolation,Defense_Aware,Medium,0.638,0.054,0.018,0.0,0.0,1.119
P1,A5_Rug_Pull,Control,D4_Agent_Isolation,Defense_Aware,High,0.694,0.054,0.02,0.0,0.0,1.179
P1,A5_Rug_Pull,Control,D4_Agent_Isolation,Adaptive,Low,0.668,0.024,0.014,0.0,0.0,1.069
P1,A5_Rug_Pull,Control,D4_Agent_Isolation,Adaptive,Medium,0.706,0.024,0.018,0.0,0.0,1.119
P1,A5_Rug_Pull,Control,D4_Agent_Isolation,Adaptive,High,0.742,0.024,0.02,0.0,0.0,1.179
P1,A5_Rug_Pull,Control,D5_Consensus_Protocol,Static,Low,0.486,0.128,0.062,0.0,0.0,1.159
P1,A5_Rug_Pull,Control,D5_Consensus_Protocol,Static,Medium,0.528,0.128,0.062,0.0,0.0,1.209
P1,A5_Rug_Pull,Control,D5_Consensus_Protocol,Static,High,0.572,0.128,0.066,0.0,0.0,1.269
P1,A5_Rug_Pull,Control,D5_Consensus_Protocol,Defense_Aware,Low,0.568,0.084,0.062,0.0,0.0,1.159
P1,A5_Rug_Pull,Control,D5_Consensus_Protocol,Defense_Aware,Medium,0.6,0.084,0.062,0.0,0.0,1.209
P1,A5_Rug_Pull,Control,D5_Consensus_Protocol,Defense_Aware,High,0.666,0.084,0.066,0.0,0.0,1.269
P1,A5_Rug_Pull,Control,D5_Consensus_Protocol,Adaptive,Low,0.64,0.05,0.062,0.0,0.0,1.159
P1,A5_Rug_Pull,Control,D5_Consensus_Protocol,Adaptive,Medium,0.684,0.05,0.062,0.0,0.0,1.209
P1,A5_Rug_Pull,Control,D5_Consensus_Protocol,Adaptive,High,0.722,0.05,0.066,0.0,0.0,1.269
P1,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Static,Low,0.538,0.104,0.034,0.0,0.0,1.049
P1,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Static,Medium,0.58,0.104,0.036,0.0,0.0,1.099
P1,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Static,High,0.636,0.104,0.04,0.0,0.0,1.159
P1,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Defense_Aware,Low,0.606,0.056,0.034,0.0,0.0,1.049
P1,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Defense_Aware,Medium,0.658,0.056,0.036,0.0,0.0,1.099
P1,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Defense_Aware,High,0.708,0.056,0.04,0.0,0.0,1.159
P1,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Adaptive,Low,0.686,0.024,0.034,0.0,0.0,1.049
P1,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Adaptive,Medium,0.72,0.024,0.036,0.0,0.0,1.099
P1,A5_Rug_Pull,Control,D6_Behavioral_Monitor,Adaptive,High,0.766,0.024,0.04,0.0,0.0,1.159
P1,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Static,Low,0.302,0.238,0.096,0.0,0.0,1.259
P1,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Static,Medium,0.346,0.238,0.102,0.0,0.0,1.309
P1,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Static,High,0.404,0.238,0.114,0.0,0.0,1.369
P1,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Low,0.39,0.198,0.096,0.0,0.0,1.259
P1,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Defense_Aware,Medium,0.438,0.198,0.102,0.0,0.0,1.309
P1,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Defense_Aware,High,0.498,0.198,0.114,0.0,0.0,1.369
P1,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Adaptive,Low,0.484,0.16,0.096,0.0,0.0,1.259
P1,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Adaptive,Medium,0.524,0.16,0.102,0.0,0.0,1.309
P1,A5_Rug_Pull,Control,Bundle_D1_D3_D4_D6,Adaptive,High,0.586,0.16,0.114,0.0,0.0,1.369
P1,A5_Rug_Pull,Control,Bundle_All,Static,Low,0.244,0.278,0.128,0.0,0.0,1.429
P1,A5_Rug_Pull,Control,Bundle_All,Static,Medium,0.28,0.278,0.136,0.0,0.0,1.479
P1,A5_Rug_Pull,Control,Bundle_All,Static,High,0.322,0.278,0.142,0.0,0.0,1.539
P1,A5_Rug_Pull,Control,Bundle_All,Defense_Aware,Low,0.324,0.224,0.128,0.0,0.0,1.429
P1,A5_Rug_Pull,Control,Bundle_All,Defense_Aware,Medium,0.36,0.224,0.136,0.0,0.0,1.479
P1,A5_Rug_Pull,Control,Bundle_All,Defense_Aware,High,0.416,0.224,0.142,0.0,0.0,1.539
P1,A5_Rug_Pull,Control,Bundle_All,Adaptive,Low,0.406,0.188,0.128,0.0,0.0,1.429
P1,A5_Rug_Pull,Control,Bundle_All,Adaptive,Medium,0.454,0.188,0.136,0.0,0.0,1.479
P1,A5_Rug_Pull,Control,Bundle_All,Adaptive,High,0.506,0.188,0.142,0.0,0.0,1.539
P1,A6_Resp_Spoofing,Control,No Defense,Static,Low,0.716,0.0,0.0,0.0,0.0,0.999
P1,A6_Resp_Spoofing,Control,No Defense,Static,Medium,0.752,0.0,0.0,0.0,0.0,1.049
P1,A6_Resp_Spoofing,Control,No Defense,Static,High,0.838,0.0,0.0,0.0,0.0,1.109
P1,A6_Resp_Spoofing,Control,No Defense,Defense_Aware,Low,0.784,0.0,0.0,0.0,0.0,0.999
P1,A6_Resp_Spoofing,Control,No Defense,Defense_Aware,Medium,0.85,0.0,0.0,0.0,0.0,1.049
P1,A6_Resp_Spoofing,Control,No Defense,Defense_Aware,High,0.89,0.0,0.0,0.0,0.0,1.109
P1,A6_Resp_Spoofing,Control,No Defense,Adaptive,Low,0.874,0.0,0.0,0.0,0.0,0.999
P1,A6_Resp_Spoofing,Control,No Defense,Adaptive,Medium,0.912,0.0,0.0,0.0,0.0,1.049
P1,A6_Resp_Spoofing,Control,No Defense,Adaptive,High,0.962,0.0,0.0,0.0,0.0,1.109
P1,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Static,Low,0.584,0.154,0.046,0.0,0.0,1.079
P1,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Static,Medium,0.632,0.154,0.054,0.0,0.0,1.129
P1,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Static,High,0.682,0.154,0.056,0.0,0.0,1.189
P1,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Defense_Aware,Low,0.666,0.122,0.046,0.0,0.0,1.079
P1,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Defense_Aware,Medium,0.7,0.122,0.054,0.0,0.0,1.129
P1,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Defense_Aware,High,0.742,0.122,0.056,0.0,0.0,1.189
P1,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Adaptive,Low,0.732,0.068,0.046,0.0,0.0,1.079
P1,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Adaptive,Medium,0.772,0.068,0.054,0.0,0.0,1.129
P1,A6_Resp_Spoofing,Control,D1_Input_Sanitization,Adaptive,High,0.836,0.068,0.056,0.0,0.0,1.189
P1,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Static,Low,0.524,0.252,0.012,0.0,0.0,1.059
P1,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Static,Medium,0.56,0.252,0.012,0.0,0.0,1.109
P1,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Static,High,0.618,0.252,0.012,0.0,0.0,1.169
P1,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Defense_Aware,Low,0.596,0.21,0.012,0.0,0.0,1.059
P1,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Defense_Aware,Medium,0.642,0.21,0.012,0.0,0.0,1.109
P1,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Defense_Aware,High,0.678,0.21,0.012,0.0,0.0,1.169
P1,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Adaptive,Low,0.67,0.166,0.012,0.0,0.0,1.059
P1,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Adaptive,Medium,0.688,0.166,0.012,0.0,0.0,1.109
P1,A6_Resp_Spoofing,Control,D2_Tool_Attestation,Adaptive,High,0.756,0.166,0.012,0.0,0.0,1.169
P1,A6_Resp_Spoofing,Control,D3_Response_Verification,Static,Low,0.552,0.232,0.024,0.0,0.0,1.099
P1,A6_Resp_Spoofing,Control,D3_Response_Verification,Static,Medium,0.598,0.232,0.026,0.0,0.0,1.149
P1,A6_Resp_Spoofing,Control,D3_Response_Verification,Static,High,0.648,0.232,0.028,0.0,0.0,1.209
P1,A6_Resp_Spoofing,Control,D3_Response_Verification,Defense_Aware,Low,0.626,0.194,0.024,0.0,0.0,1.099
P1,A6_Resp_Spoofing,Control,D3_Response_Verification,Defense_Aware,Medium,0.67,0.194,0.026,0.0,0.0,1.149
P1,A6_Resp_Spoofing,Control,D3_Response_Verification,Defense_Aware,High,0.698,0.194,0.028,0.0,0.0,1.209
P1,A6_Resp_Spoofing,Control,D3_Response_Verification,Adaptive,Low,0.684,0.156,0.024,0.0,0.0,1.099
P1,A6_Resp_Spoofing,Control,D3_Response_Verification,Adaptive,Medium,0.722,0.156,0.026,0.0,0.0,1.149
P1,A6_Resp_Spoofing,Control,D3_Response_Verification,Adaptive,High,0.796,0.156,0.028,0.0,0.0,1.209
P1,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Static,Low,0.568,0.144,0.014,0.0,0.0,1.069
P1,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Static,Medium,0.624,0.144,0.018,0.0,0.0,1.119
P1,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Static,High,0.676,0.144,0.02,0.0,0.0,1.179
P1,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Defense_Aware,Low,0.66,0.112,0.014,0.0,0.0,1.069
P1,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Defense_Aware,Medium,0.694,0.112,0.018,0.0,0.0,1.119
P1,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Defense_Aware,High,0.728,0.112,0.02,0.0,0.0,1.179
P1,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Adaptive,Low,0.718,0.062,0.014,0.0,0.0,1.069
P1,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Adaptive,Medium,0.762,0.062,0.018,0.0,0.0,1.119
P1,A6_Resp_Spoofing,Control,D4_Agent_Isolation,Adaptive,High,0.832,0.062,0.02,0.0,0.0,1.179
P1,A6_Resp_Spoofing,Control,D5_Consensus_Protocol,Static,Low,0.548,0.19,0.062,0.0,0.0,1.159
